                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                 1.4893,                0.95115,                 1.4175,                0.80181,                0.85646,                0.88236,                0.48606,                 1.5193,                0.79934,                 1.3963,              0.0010894,              0.0010894,              0.0010894
                     37,                 1.4799,                0.94186,                 1.4104,                0.83199,                0.85182,                0.87526,                0.46683,                 1.5194,                0.82075,                 1.4175,              0.0010729,              0.0010729,              0.0010729
                     38,                 1.4712,                0.95709,                 1.4093,                0.83595,                0.84862,                0.88908,                0.47362,                 1.5306,                0.80628,                 1.4295,              0.0010564,              0.0010564,              0.0010564
                     39,                 1.4729,                0.93124,                 1.3938,                0.81249,                0.83892,                0.87134,                0.46447,                 1.5253,                0.81403,                 1.4202,              0.0010399,              0.0010399,              0.0010399
                     40,                   1.47,                0.93571,                  1.395,                0.84062,                0.83622,                0.88164,                0.47699,                 1.5108,                0.80598,                 1.4063,              0.0010234,              0.0010234,              0.0010234
                     41,                 1.4501,                0.92976,                 1.3949,                0.81213,                0.83426,                0.87719,                 0.4695,                 1.5246,                0.80828,                 1.4235,              0.0010069,              0.0010069,              0.0010069
                     42,                 1.4569,                0.93601,                 1.3978,                0.81192,                0.85058,                0.87988,                0.47557,                 1.5373,                0.83093,                  1.419,             0.00099036,             0.00099036,             0.00099036
                     43,                 1.4425,                0.91924,                 1.3887,                0.84747,                0.82096,                0.88694,                0.47443,                 1.5201,                0.82238,                 1.4123,             0.00097386,             0.00097386,             0.00097386
                     44,                 1.4474,                0.90354,                 1.3853,                  0.837,                0.84505,                0.88537,                 0.4782,                 1.5012,                0.78351,                  1.398,             0.00095736,             0.00095736,             0.00095736
                     45,                 1.4339,                0.88824,                 1.3735,                0.85906,                0.82038,                0.87838,                0.47926,                 1.4967,                0.80297,                 1.3948,             0.00094085,             0.00094085,             0.00094085
                     46,                 1.4235,                0.90221,                 1.3696,                0.83893,                0.83027,                0.88156,                 0.4829,                 1.5008,                0.78315,                 1.3991,             0.00092435,             0.00092435,             0.00092435
                     47,                 1.4143,                0.88792,                 1.3745,                0.81755,                0.84777,                0.88015,                0.47258,                 1.5287,                0.79789,                 1.4227,             0.00090785,             0.00090785,             0.00090785
                     48,                 1.3963,                0.88571,                 1.3572,                0.82186,                0.83968,                0.88132,                0.47231,                 1.5154,                0.79461,                 1.4045,             0.00089134,             0.00089134,             0.00089134
                     49,                 1.4111,                0.88117,                 1.3599,                0.85532,                0.83148,                0.89684,                0.48136,                  1.508,                0.76701,                 1.4032,             0.00087484,             0.00087484,             0.00087484
                     50,                 1.3978,                0.86709,                 1.3574,                0.83562,                0.84267,                0.88844,                 0.4807,                 1.5063,                0.78181,                 1.4031,             0.00085834,             0.00085834,             0.00085834
                     51,                 1.3931,                0.86838,                 1.3571,                0.82201,                0.86729,                 0.8836,                0.47467,                 1.5227,                0.79079,                 1.4083,             0.00084184,             0.00084184,             0.00084184
                     52,                 1.3767,                0.85029,                 1.3433,                0.83303,                0.85029,                0.88494,                 0.4828,                 1.5154,                0.77664,                 1.4369,             0.00082533,             0.00082533,             0.00082533
                     53,                 1.3806,                0.86178,                 1.3571,                0.83702,                0.84782,                0.88751,                0.48048,                 1.5003,                0.76957,                 1.4031,             0.00080883,             0.00080883,             0.00080883
                     54,                 1.3696,                0.83708,                 1.3256,                 0.8483,                0.83678,                 0.8856,                0.48746,                 1.4946,                0.77251,                 1.3993,             0.00079233,             0.00079233,             0.00079233
                     55,                 1.3731,                0.84488,                 1.3416,                0.83433,                0.83007,                0.88528,                0.48436,                 1.4954,                0.76771,                 1.3901,             0.00077582,             0.00077582,             0.00077582
                     56,                 1.3536,                0.82116,                 1.3189,                0.83694,                0.83381,                0.88127,                0.47353,                 1.5116,                0.78692,                 1.4113,             0.00075932,             0.00075932,             0.00075932
                     57,                  1.364,                0.83115,                 1.3274,                0.84168,                0.84531,                0.88104,                0.48091,                 1.4959,                0.77491,                 1.3968,             0.00074282,             0.00074282,             0.00074282
                     58,                 1.3394,                0.82026,                 1.3245,                0.83005,                0.83881,                0.88106,                0.48367,                 1.4976,                0.76747,                 1.3972,             0.00072631,             0.00072631,             0.00072631
                     59,                  1.338,                 0.8155,                 1.3093,                0.83182,                0.86597,                0.88382,                0.49266,                 1.5053,                0.75922,                 1.3915,             0.00070981,             0.00070981,             0.00070981
                     60,                 1.3347,                 0.8118,                 1.3105,                0.80895,                0.88237,                0.88729,                0.49097,                  1.492,                0.74495,                 1.3933,             0.00069331,             0.00069331,             0.00069331
                     61,                 1.3221,                0.80634,                 1.3054,                0.83737,                0.84741,                0.89289,                0.48731,                 1.5171,                0.76706,                 1.3897,              0.0006768,              0.0006768,              0.0006768
                     62,                  1.322,                 0.7974,                 1.2967,                0.80817,                0.85618,                0.87609,                0.48638,                 1.4965,                0.76632,                 1.4065,              0.0006603,              0.0006603,              0.0006603
                     63,                 1.3233,                0.80388,                 1.2994,                0.82333,                0.84863,                0.89155,                0.48875,                 1.4962,                0.76939,                  1.394,              0.0006438,              0.0006438,              0.0006438
                     64,                 1.3111,                 0.7824,                 1.3014,                0.82426,                0.87044,                0.89121,                0.48981,                 1.5004,                0.76067,                 1.3912,             0.00062729,             0.00062729,             0.00062729
                     65,                 1.3062,                0.78865,                  1.291,                0.82965,                 0.8482,                0.88595,                0.47973,                 1.5102,                0.77375,                 1.4056,             0.00061079,             0.00061079,             0.00061079
                     66,                  1.301,                 0.7792,                 1.2791,                0.82049,                0.84451,                 0.8724,                0.46771,                 1.5171,                0.78265,                 1.4167,             0.00059429,             0.00059429,             0.00059429
                     67,                 1.2817,                0.76574,                 1.2734,                0.83973,                0.85871,                0.88273,                0.48476,                 1.4923,                0.75919,                  1.406,             0.00057778,             0.00057778,             0.00057778
                     68,                 1.2985,                0.78469,                 1.2863,                0.83395,                0.84825,                0.88823,                 0.4888,                 1.4799,                0.75359,                 1.3964,             0.00056128,             0.00056128,             0.00056128
                     69,                 1.2794,                0.76357,                 1.2744,                0.83721,                0.85044,                0.89716,                0.49399,                 1.4925,                0.75079,                 1.4044,             0.00054478,             0.00054478,             0.00054478
                     70,                 1.2788,                0.77796,                 1.2697,                0.84807,                0.85399,                0.89037,                0.48856,                 1.4939,                0.75544,                 1.4099,             0.00052827,             0.00052827,             0.00052827
                     71,                 1.2641,                0.75075,                 1.2656,                0.84324,                0.84957,                0.89874,                0.48782,                 1.5104,                0.75371,                 1.4225,             0.00051177,             0.00051177,             0.00051177
                     72,                 1.2677,                0.75221,                 1.2638,                0.85484,                0.83781,                 0.8989,                0.48893,                 1.5048,                0.73837,                 1.4111,             0.00049527,             0.00049527,             0.00049527
                     73,                 1.2607,                0.74434,                 1.2572,                0.83329,                0.85983,                0.89874,                0.49361,                  1.504,                0.75199,                 1.4143,             0.00047876,             0.00047876,             0.00047876
                     74,                 1.2477,                0.75195,                  1.253,                0.85313,                0.84045,                0.90351,                0.48963,                 1.5035,                0.75582,                 1.4058,             0.00046226,             0.00046226,             0.00046226
                     75,                 1.2441,                0.73834,                 1.2515,                0.86256,                0.84576,                0.89181,                0.48997,                 1.5072,                0.74603,                 1.4181,             0.00044576,             0.00044576,             0.00044576
                     76,                 1.2345,                0.73561,                  1.252,                0.85446,                0.85112,                 0.8951,                0.49033,                 1.5034,                0.74389,                 1.4237,             0.00042925,             0.00042925,             0.00042925
                     77,                 1.2415,                0.73525,                 1.2503,                0.85834,                0.84536,                0.89172,                0.48446,                 1.5173,                0.74958,                 1.4267,             0.00041275,             0.00041275,             0.00041275
                     78,                 1.2215,                0.72459,                 1.2436,                0.88528,                0.83554,                0.90228,                0.49101,                  1.515,                 0.7519,                 1.4246,             0.00039625,             0.00039625,             0.00039625
                     79,                 1.2259,                0.72227,                 1.2417,                0.87555,                0.83975,                0.89751,                0.48706,                  1.515,                0.75292,                 1.4211,             0.00037974,             0.00037974,             0.00037974
                     80,                 1.2253,                0.72857,                 1.2451,                0.83741,                0.84379,                0.89189,                0.48717,                 1.5034,                0.75251,                 1.4308,             0.00036324,             0.00036324,             0.00036324
                     81,                 1.2097,                0.70731,                 1.2323,                0.86419,                0.83323,                0.89426,                0.48367,                 1.5256,                0.74671,                 1.4451,             0.00034674,             0.00034674,             0.00034674
                     82,                 1.2071,                0.71557,                 1.2298,                0.85353,                0.82685,                0.89485,                 0.4845,                 1.5068,                0.73664,                 1.4359,             0.00033023,             0.00033023,             0.00033023
                     83,                 1.2022,                 0.7069,                 1.2207,                0.88244,                0.81885,                0.89736,                0.48671,                 1.5122,                0.74843,                 1.4401,             0.00031373,             0.00031373,             0.00031373
                     84,                 1.1968,                0.70514,                 1.2184,                0.86207,                0.83188,                0.89652,                0.48445,                 1.5158,                0.75504,                 1.4483,             0.00029723,             0.00029723,             0.00029723
                     85,                 1.1844,                0.70891,                 1.2175,                0.86948,                0.82603,                0.89648,                0.48942,                  1.513,                0.74535,                 1.4347,             0.00028072,             0.00028072,             0.00028072
                     86,                 1.1896,                0.70175,                 1.2178,                0.88359,                0.82274,                0.90467,                0.48849,                 1.5199,                0.72894,                 1.4474,             0.00026422,             0.00026422,             0.00026422
                     87,                 1.1838,                0.69504,                 1.2074,                 0.8488,                0.84723,                0.90291,                0.49159,                 1.5192,                0.73234,                 1.4465,             0.00024772,             0.00024772,             0.00024772
                     88,                 1.1813,                0.69985,                 1.2068,                0.84923,                0.85543,                 0.9007,                 0.4895,                 1.5167,                0.73921,                 1.4421,             0.00023121,             0.00023121,             0.00023121
                     89,                 1.1697,                0.68915,                 1.2063,                0.84443,                0.85278,                0.90189,                0.49085,                 1.5131,                0.74665,                 1.4417,             0.00021471,             0.00021471,             0.00021471
                     90,                 1.1656,                0.68672,                 1.2036,                0.85246,                0.84624,                0.89993,                 0.4904,                 1.5018,                0.73123,                 1.4464,             0.00019821,             0.00019821,             0.00019821
                     91,                 1.1437,                0.61368,                 1.1997,                0.85745,                0.83864,                0.89776,                0.48099,                  1.516,                0.75511,                 1.4571,              0.0001817,              0.0001817,              0.0001817
                     92,                 1.1467,                0.60303,                 1.1953,                0.85549,                0.84361,                0.89492,                0.48065,                 1.5056,                0.75251,                 1.4414,              0.0001652,              0.0001652,              0.0001652
                     93,                 1.1281,                 0.5901,                 1.1857,                0.87321,                0.82735,                0.89626,                0.48544,                 1.5099,                0.75355,                 1.4503,              0.0001487,              0.0001487,              0.0001487
                     94,                  1.114,                0.58003,                 1.1767,                0.88525,                0.81732,                0.89837,                0.48517,                 1.5069,                0.74968,                 1.4453,             0.00013219,             0.00013219,             0.00013219
                     95,                 1.1234,                0.58553,                 1.1781,                  0.859,                0.83826,                0.89823,                0.48833,                 1.5032,                0.75097,                 1.4387,             0.00011569,             0.00011569,             0.00011569
                     96,                 1.0984,                0.57539,                 1.1695,                0.87065,                0.84083,                0.89772,                0.48645,                 1.5034,                0.75537,                 1.4385,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                  1.103,                0.58682,                 1.1756,                 0.8804,                0.83354,                0.90416,                 0.4903,                 1.5001,                0.75142,                 1.4444,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                 1.0837,                0.56922,                 1.1557,                 0.8781,                0.82638,                0.89848,                0.49212,                 1.5009,                0.74431,                 1.4487,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                  1.074,                0.56459,                 1.1466,                0.87156,                0.84083,                0.89958,                0.48882,                 1.5034,                0.74451,                 1.4505,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    100,                 1.0756,                0.55617,                 1.1546,                0.88315,                0.82768,                0.90098,                0.49276,                 1.5017,                0.74251,                 1.4519,             3.3173e-05,             3.3173e-05,             3.3173e-05
