                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 1.8108,                 1.3043,                 1.2271,                 0.4668,                0.35039,                0.30765,                0.09043,                 2.5842,                 2.2897,                 1.8348,                0.00121,                0.00121,                0.00121
                     20,                 1.8924,                 1.3997,                 1.3367,                0.44306,                0.36387,                0.23086,                0.08744,                 2.5793,                 2.4905,                 1.7824,              0.0012351,              0.0012351,              0.0012351
                     21,                 2.0711,                 1.4088,                  1.213,                 0.3563,                0.37143,                0.23813,                0.06277,                 2.6942,                 2.6773,                 1.7884,               0.001208,               0.001208,               0.001208
                     22,                 1.9118,                 1.4187,                 1.2641,                0.32255,                0.45714,                0.22378,                0.04958,                 2.7938,                 2.6815,                 1.8233,              0.0011684,              0.0011684,              0.0011684
                     23,                 1.9138,                 1.2691,                 1.1869,                0.26316,                0.42857,                0.20991,                0.04782,                 2.7891,                 2.5301,                 1.8228,              0.0011288,              0.0011288,              0.0011288
                     24,                 1.9148,                 1.3329,                  1.266,                0.32125,                0.42857,                0.19384,                0.05065,                 2.7796,                  2.596,                 1.9389,              0.0010892,              0.0010892,              0.0010892
                     25,                 1.8526,                 1.2203,                 1.2311,                 0.3183,                0.41372,                0.19771,                0.04714,                 2.8885,                 2.6519,                 1.9952,              0.0010496,              0.0010496,              0.0010496
                     26,                 1.7367,                 1.2187,                 1.1417,                0.28796,                    0.4,                0.22027,                0.05693,                 2.8438,                 2.6432,                 1.9792,                0.00101,                0.00101,                0.00101
                     27,                  1.855,                 1.2472,                 1.1216,                0.30906,                0.45714,                0.24976,                0.06329,                 2.8072,                 2.6311,                 1.9533,              0.0009704,              0.0009704,              0.0009704
                     28,                 1.6889,                 1.1984,                 1.1663,                0.43652,                0.35438,                0.32131,                0.09744,                 2.6236,                 2.1942,                 1.8535,              0.0009308,              0.0009308,              0.0009308
                     29,                 1.6778,                 1.1148,                 1.1172,                 0.4752,                    0.4,                0.35704,                0.11321,                 2.6265,                 2.0251,                 1.8319,              0.0008912,              0.0008912,              0.0008912
                     30,                 1.6001,                 1.0532,                 1.0847,                0.60432,                0.34286,                0.35392,                0.11815,                 2.6387,                 2.1559,                 1.8263,              0.0008516,              0.0008516,              0.0008516
                     31,                 1.6182,                 1.1387,                 1.1227,                0.49948,                    0.4,                0.32818,                0.11827,                 2.6571,                 2.2829,                 1.7749,               0.000812,               0.000812,               0.000812
                     32,                 1.6113,                 1.0656,                 1.0939,                0.36565,                0.37895,                 0.3032,                0.10291,                 2.7008,                 2.3559,                 1.7727,              0.0007724,              0.0007724,              0.0007724
                     33,                 1.4413,                0.97707,                 1.0642,                 0.3775,                 0.4506,                0.31135,                0.10118,                 2.6109,                 2.3042,                 1.7431,              0.0007328,              0.0007328,              0.0007328
                     34,                 1.6712,                 1.0484,                 1.0763,                 0.3819,                    0.4,                0.29784,                0.09906,                 2.5802,                 2.2732,                 1.7326,              0.0006932,              0.0006932,              0.0006932
                     35,                 1.6493,                 1.0213,                 1.1207,                0.36814,                0.38305,                0.29357,                0.10716,                 2.5874,                 2.2534,                 1.7456,              0.0006536,              0.0006536,              0.0006536
                     36,                 1.6045,                  1.162,                 1.2242,                0.29862,                0.45714,                0.27912,                0.10744,                 2.6014,                 2.1144,                  1.753,               0.000614,               0.000614,               0.000614
                     37,                 1.6632,                 1.2588,                 1.2003,                0.27462,                0.45714,                 0.2808,                0.10304,                  2.658,                 2.0494,                 1.8087,              0.0005744,              0.0005744,              0.0005744
                     38,                  1.569,                 1.0019,                 1.0816,                0.29115,                0.42857,                0.27939,                0.10594,                 2.6938,                 1.9929,                 1.8525,              0.0005348,              0.0005348,              0.0005348
                     39,                 1.6349,                  1.033,                 1.1152,                0.32504,                0.37143,                0.28569,                0.09955,                 2.7036,                 2.0315,                 1.8629,              0.0004952,              0.0004952,              0.0004952
                     40,                 1.5436,                0.96314,                 1.0387,                0.68191,                0.30662,                0.32335,                0.10216,                 2.7266,                  2.109,                 1.8976,              0.0004556,              0.0004556,              0.0004556
                     41,                 1.6831,                 1.0807,                 1.1403,                 0.6254,                0.31429,                0.32942,                0.11547,                 2.6949,                  2.129,                 1.8791,               0.000416,               0.000416,               0.000416
                     42,                 1.4353,                0.92619,                 1.0614,                0.70408,                0.34005,                0.35704,                0.12468,                 2.6467,                 2.1396,                 1.8533,              0.0003764,              0.0003764,              0.0003764
                     43,                 1.3203,                0.88856,                  1.076,                0.69926,                0.34286,                0.36241,                0.12381,                 2.6047,                 2.1102,                 1.8198,              0.0003368,              0.0003368,              0.0003368
                     44,                 1.4211,                0.86033,                 1.0692,                0.70802,                0.31429,                0.37283,                0.12836,                 2.6185,                 2.1464,                 1.8126,              0.0002972,              0.0002972,              0.0002972
                     45,                 1.5307,                 1.4055,                 1.0632,                0.51477,                0.37143,                0.35799,                0.11218,                 2.6254,                 2.1597,                 1.8321,              0.0002576,              0.0002576,              0.0002576
                     46,                 1.4206,                0.95787,                 1.0576,                0.52643,                0.37143,                0.35839,                0.11393,                 2.6381,                  2.149,                 1.8458,               0.000218,               0.000218,               0.000218
                     47,                 1.6269,                 1.0058,                 1.1331,                0.53933,                0.37143,                0.35405,                0.11217,                 2.6484,                 2.1645,                 1.8513,              0.0001784,              0.0001784,              0.0001784
                     48,                 1.5765,                 1.0292,                 1.0858,                 0.6169,                0.36821,                0.34953,                0.11109,                 2.6535,                 2.1334,                 1.8685,              0.0001388,              0.0001388,              0.0001388
                     49,                  1.316,                0.83745,                 1.0217,                0.61639,                0.37143,                0.35064,                0.11189,                 2.6633,                 2.1221,                 1.8766,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                 1.3707,                0.85887,                 1.0583,                0.65579,                    0.4,                0.39665,                0.11597,                  2.673,                 2.1161,                 1.8801,               5.96e-05,               5.96e-05,               5.96e-05
